       3993.5324      17.3167
       3997.2614      17.4347
       4000.9938      17.5252
       4004.7298      17.5998
       4008.4692      17.6653
       4012.2121      17.7257
       4015.9586      17.7834
       4019.7085      17.8395
       4023.3278      17.8927
       4027.0846      17.9470
       4030.8449      18.0004
       4034.6087      18.0526
       4038.3760      18.1034
       4042.1469      18.1528
       4045.9212      18.2003
       4049.6991      18.2461
       4053.4805      18.2899
       4057.2655      18.3319
       4061.0540      18.3720
       4064.8460      18.4103
       4068.6416      18.4469
       4072.4407      18.4818
       4076.1075      18.5140
       4079.9135      18.5461
       4083.7232      18.5767
       4087.5364      18.6061
       4091.3531      18.6344
       4095.1734      18.6615
       4098.9973      18.6875
       4102.8248      18.7124
       4106.6558      18.7362
       4110.4904      18.7590
       4114.3286      18.7806
       4118.1703      18.8012
       4122.0157      18.8205
       4125.8646      18.8387
       4129.5795      18.8549
       4133.4355      18.8705
       4137.2952      18.8847
       4141.1584      18.8974
       4145.0252      18.9086
       4148.8956      18.9183
       4152.7697      18.9263
       4156.6473      18.9328
       4160.5286      18.9376
       4164.4135      18.9407
       4168.3021      18.9421
       4172.1942      18.9418
       4176.0900      18.9399
       4179.9895      18.9363
       4183.8925      18.9310
       4187.6597      18.9245
       4191.5699      18.9161
       4195.4838      18.9063
       4199.4014      18.8950
       4203.3226      19.0042
       4207.2474      19.0157
       4211.1760      19.0220
       4215.1082      19.0252
       4219.0440      19.0267
       4222.9836      19.0277
       4226.9268      19.0289
       4230.8737      19.0310
       4234.8243      19.0342
       4238.7786      19.0387
       4242.5951      19.0443
       4246.5567      19.0513
       4250.5219      19.0594
       4254.4908      19.0685
       4258.4635      19.0784
       4262.4398      19.0888
       4266.4199      19.0995
       4270.4037      19.1104
       4274.3912      19.1214
       4278.3824      19.1324
       4282.3774      19.1433
       4286.3761      19.1540
       4290.3785      19.1646
       4294.3846      19.1752
       4298.2513      19.1855
       4302.2648      19.1961
       4306.2820      19.2070
       4310.3030      19.2181
       4314.3278      19.2294
       4318.3563      19.2409
       4322.3886      19.2524
       4326.4246      19.2635
       4330.4644      19.2738
       4334.5080      19.2825
       4338.5554      19.2883
       4342.6065      19.2896
       4346.6615      19.0859
       4350.7202      19.1185
       4354.6375      19.1490
       4358.7037      19.1793
       4362.7736      19.2085
       4366.8474      19.2364
       4370.9249      19.2629
       4375.0063      19.2881
       4379.0915      19.3118
       4383.1805      19.3340
       4387.2733      19.3546
       4391.3699      19.3736
       4395.4704      19.3909
       4399.5746      19.4064
       4403.6828      19.4202
       4407.7947      19.4321
       4411.9105      19.4422
       4415.8830      19.4501
       4420.0063      19.4565
       4424.1335      19.4609
       4428.2645      19.4633
       4432.3995      19.4638
       4436.5382      19.4624
       4440.6809      19.4591
       4444.8274      19.4538
       4448.9777      19.4467
       4453.1320      19.4566
       4457.2901      19.4574
       4461.4521      19.4431
       4465.6180      19.4186
       4469.7878      19.3876
       4473.8123      19.3542
       4477.9898      19.3186
       4482.1711      19.2841
       4486.3564      19.2524
       4490.5455      19.2252
       4494.7386      19.2033
       4498.9355      19.1876
       4503.1364      19.1782
       4507.3413      19.1752
       4511.5500      19.1781
       4515.7627      19.1865
       4519.9793      19.1995
       4524.1998      19.2163
       4528.4243      19.2360
       4532.5017      19.2570
       4536.7339      19.2801
       4540.9701      19.3038
       4545.2102      19.3275
       4549.4544      19.3507
       4553.7024      19.3729
       4557.9545      19.3938
       4562.2105      19.4131
       4566.4704      19.4306
       4570.7344      19.4462
       4575.0023      19.4597
       4579.2743      19.4711
       4583.5502      19.4805
       4587.8301      19.4877
       4592.1140      19.4930
       4596.2487      19.4963
       4600.5404      19.4980
       4604.8362      19.4981
       4609.1360      19.4968
       4613.4398      19.4943
       4617.7476      19.4910
       4622.0594      19.4872
       4626.3753      19.4832
       4630.6952      19.4794
       4635.0191      19.4763
       4639.3471      19.4743
       4643.6791      19.4737
       4648.0151      19.4751
       4652.3552      19.4787
       4656.5442      19.4846
       4660.8922      19.4932
       4665.2444      19.5043
       4669.6006      19.5178
       4673.9608      19.5330
       4678.3251      19.5492
       4682.6935      19.5652
       4687.0660      19.5795
       4691.4426      19.5900
       4695.8232      19.5940
       4700.2080      19.5202
       4704.5968      19.5461
       4708.9897      19.5711
       4713.3868      19.5949
       4717.6307      19.6167
       4722.0358      19.6379
       4726.4450      19.6576
       4730.8583      19.6758
       4735.2758      19.6924
       4739.6974      19.7072
       4744.1231      19.7204
       4748.5529      19.7318
       4752.9869      19.7416
       4757.4250      19.7496
       4761.8673      19.7559
       4766.3137      19.7606
       4770.7642      19.7636
       4775.2189      19.7651
       4779.5185      19.7652
       4783.9814      19.7639
       4788.4485      19.7613
       4792.9197      19.7575
       4797.3951      19.7527
       4801.8747      19.7468
       4806.3584      19.7402
       4810.8464      19.7329
       4815.3385      19.7251
       4819.8349      19.7169
       4824.3354      19.7085
       4828.8402      19.7000
       4833.3491      19.6916
       4837.8623      19.6835
       4842.3796      19.6758
       4846.7397      19.6689
       4851.2653      19.6624
       4855.7952      19.6566
       4860.3293      19.6516
       4864.8677      19.6475
       4869.4102      19.6443
       4873.9571      19.6421
       4878.5082      19.6408
       4883.0635      19.6404
       4887.6231      19.6407
       4892.1869      19.6418
       4896.7550      19.6434
       4901.3273      19.6456
       4905.9040      19.6480
       4910.3212      19.6507
       4914.9062      19.6534
       4919.4955      19.6561
       4924.0891      19.6586
       4928.6870      19.6609
       4933.2892      19.6627
       4937.8957      19.6640
       4942.5064      19.6648
       4947.1215      19.6652
       4951.7409      19.6650
       4956.3646      19.6644
